,company,selling_price
3080,Reliance Industries,0.49721043901800627
3535,Infosys,-0.15135608795723338
6749,Infosys,-1.1851409290191157
7545,Infosys,0.30346326627575826
9861,Tata Group,1.0425361817866277
2797,Adani Group,0.3747485696565184
9814,Infosys,0.3907832108543937
2486,Satya Papers,-1.1030672368125318
7548,Infosys,-0.11558825453997137
5732,Reliance Industries,-0.24111138613157168
950,Adani Group,-0.055171001083959954
206,Tata Group,0.26210777577676686
2081,Infosys,0.016159822924757247
8167,Satya Papers,-0.2659315085251601
1001,Adani Group,0.11488268480663691
5592,Infosys,-0.1903900264304146
1083,Reliance Industries,0.6736483929795811
5667,Tata Group,-0.6835605097172316
8600,Tata Group,-0.474324943312593
5403,Reliance Industries,-0.12553451174858957
8801,Reliance Industries,-0.3993410889103215
4515,Reliance Industries,0.2779034336778676
8727,Adani Group,-1.188236331720196
3777,Infosys,-0.06669910011408607
6787,Adani Group,-0.5020128652674763
7693,Tata Group,0.16703794428844146
4769,Satya Papers,-0.6654888204182776
3740,Tata Group,0.3861514869597626
2188,Reliance Industries,0.19580698115730508
6817,Infosys,-0.265840467269246
9533,Adani Group,0.23097166625413598
7741,Tata Group,-0.2905695484069203
1138,Reliance Industries,1.648085715342443
9665,Satya Papers,2.218561605057342
9648,Reliance Industries,0.7505441137560492
5100,Infosys,0.03805524497210439
734,Reliance Industries,0.6299827306117688
5629,Tata Group,-1.5665810309853225
7263,Reliance Industries,-0.6839019144269095
3885,Reliance Industries,1.6728261766371066
7782,Satya Papers,-0.05184799524309438
1533,Adani Group,-0.9321941796187079
2138,Tata Group,-0.4157512752888426
4352,Adani Group,-0.43113724753832977
9660,Reliance Industries,-1.2346218516084428
7861,Reliance Industries,-0.354639832256486
2097,Adani Group,-0.6139822298848613
7596,Satya Papers,0.46705302299645224
3319,Adani Group,-0.35136234704357744
8416,Infosys,-0.5516075894266962
9475,Tata Group,0.25235498123696615
6687,Infosys,-0.16629823408413918
3815,Reliance Industries,-1.097456819416824
1107,Reliance Industries,0.7522852777754069
2919,Infosys,-1.2360102307611334
7698,Infosys,0.09091607418724341
270,Satya Papers,0.3605916543618719
1719,Infosys,-0.03290003385596704
1937,Infosys,0.19163046354224456
363,Tata Group,0.47561090105238
7925,Satya Papers,-0.34421560845431864
1919,Reliance Industries,0.336306399346779
3669,Infosys,0.16468225179166346
76,Adani Group,-0.46006560660504314
5365,Tata Group,0.2605600744262267
9267,Satya Papers,0.04811530375061524
7333,Infosys,-0.3766376757167365
1481,Adani Group,0.42416121130390994
743,Reliance Industries,1.638355681116621
3861,Infosys,-0.5291203992159071
6103,Tata Group,1.1327808267115045
1814,Infosys,-1.1967828296191345
5053,Reliance Industries,-0.410926088725394
6947,Adani Group,0.3271795134413879
8440,Adani Group,0.4772724039728128
6229,Adani Group,0.6850740705968039
7260,Infosys,-0.5527342249686334
6862,Infosys,0.12730981623891502
2232,Satya Papers,0.5493884588137893
7422,Tata Group,0.5834151282116937
1475,Infosys,1.091038410874878
1429,Tata Group,-2.4872471115739043
6801,Adani Group,0.12215460512277766
5972,Adani Group,1.1493730956018537
1116,Tata Group,-0.37487375138340034
1119,Reliance Industries,1.1479619561351848
5723,Reliance Industries,-0.6737621945494738
1643,Tata Group,-0.8268139258981078
4170,Adani Group,-0.6639297389107482
5694,Reliance Industries,-1.4424690388603911
6556,Satya Papers,1.4356068041958638
9621,Tata Group,0.20771062536807694
8197,Adani Group,-0.7538898799108934
2482,Reliance Industries,-0.7896121927001983
891,Adani Group,0.671201659226889
9564,Satya Papers,-1.0394066386145797
9168,Tata Group,-0.36886502849306807
6180,Infosys,-0.4944678211835932
1262,Adani Group,0.5358346918395739
601,Satya Papers,0.4277004401275716
9295,Tata Group,-0.6143236345945392
1292,Tata Group,-0.06212427700440128
4314,Satya Papers,0.41274691384367646
6609,Reliance Industries,-0.7943235776937543
2293,Tata Group,0.6621771947344014
9779,Satya Papers,0.19461206467343217
1930,Satya Papers,0.7704024877023179
6133,Reliance Industries,-1.225244602249288
3996,Infosys,-1.0220063785779925
5252,Adani Group,-0.793367644506656
8831,Adani Group,1.4374162491571572
1629,Tata Group,1.7007303215747862
6851,Reliance Industries,-1.260750692055797
9479,Reliance Industries,-0.7305377977689202
9218,Adani Group,0.7211605484097653
2008,Satya Papers,-0.26422448497677026
2582,Tata Group,0.6498524847150267
6586,Satya Papers,-0.11224248838512728
5989,Infosys,-0.8661209881390314
6703,Tata Group,0.0401719541721078
9220,Tata Group,0.6180449459300291
6151,Adani Group,-0.15240306240024581
4090,Satya Papers,-0.1365277434002202
8742,Adani Group,0.061418707271066804
8301,Reliance Industries,1.2571887029181568
6813,Reliance Industries,-0.11159381943673913
1776,Infosys,-0.550742697495512
8899,Tata Group,0.5894352312590152
3408,Tata Group,-0.601031611231077
3845,Satya Papers,1.2997618702149996
8662,Tata Group,0.9624084964252082
2580,Tata Group,-0.9394774800918378
3979,Adani Group,0.25398234368643113
4058,Satya Papers,-0.34682166440486045
3062,Satya Papers,1.7270981453189147
2811,Tata Group,-0.26502109596601886
7668,Tata Group,0.46174986983945443
6665,Satya Papers,-2.5221841935309497
4381,Tata Group,0.4140897723684098
4234,Infosys,0.8339606644873666
9710,Reliance Industries,1.389824432628048
5310,Infosys,-1.4783279135335672
6573,Adani Group,-1.841616665101895
7611,Infosys,-0.7160280976076066
6046,Tata Group,-0.7202615160076133
2075,Adani Group,0.07116012165387821
9056,Infosys,-0.5475676336955069
7069,Infosys,0.8300458904830592
4866,Infosys,0.937383531205813
4440,Infosys,-0.5150545251771749
6744,Adani Group,-1.0758914219221654
3494,Satya Papers,1.5124911448153426
5192,Reliance Industries,0.33257370785429985
5781,Adani Group,0.682638717001101
4940,Tata Group,-0.9145435561283568
4432,Tata Group,-0.48212035085023996
2006,Adani Group,0.8739960567756032
6313,Tata Group,-0.18365297349276932
884,Reliance Industries,0.07869378558077209
2456,Adani Group,0.4295554057168219
3160,Satya Papers,1.3586883231054172
4960,Satya Papers,-0.3751696354651212
2809,Adani Group,-0.21111329230786738
944,Infosys,0.8297272460873598
6927,Infosys,0.22059296307992568
6957,Tata Group,0.2696186793896822
1835,Tata Group,1.4186276099678794
6893,Adani Group,0.09518363305821803
6490,Satya Papers,0.7992056650421493
6721,Adani Group,-0.4003425427253769
6372,Tata Group,0.13081490459160885
9943,Reliance Industries,-0.7216840356312715
6972,Reliance Industries,0.7721891723496326
5023,Tata Group,0.128208848641067
557,Infosys,-0.85963429865515
1194,Adani Group,0.35073643840916785
3620,Satya Papers,0.7852535925733095
8206,Infosys,-0.8823490920057242
6281,Tata Group,0.7171774934635223
7098,Reliance Industries,0.0007966109892485967
6690,Adani Group,-0.44689876496846276
3727,Reliance Industries,-0.4628537450674132
5534,Satya Papers,0.44397406462222144
883,Adani Group,0.8188819564765896
2696,Reliance Industries,-0.1478623797615288
3027,Satya Papers,-0.22676100816810768
4930,Infosys,0.7571218444958449
1297,Tata Group,-0.5568197013277798
8716,Tata Group,-0.10879430081737977
5153,Satya Papers,0.43817018455769596
8508,Reliance Industries,1.0854166133221808
7341,Satya Papers,0.5961609040396713
7285,Tata Group,-1.0390424735909232
9122,Infosys,-0.9045176378208137
6402,Satya Papers,0.06583420818290188
5216,Tata Group,0.5424465630503372
5455,Tata Group,1.9051520815729652
7832,Infosys,-0.27064289351871607
7513,Infosys,-0.13405824933354957
4331,Tata Group,0.3797899792027631
7145,Adani Group,-0.4890053458287457
3632,Tata Group,0.10939744913781085
4628,Infosys,1.3110168454773834
9344,Satya Papers,-0.9884121551456803
5858,Satya Papers,-1.1725886158599559
7883,Reliance Industries,-0.6334650586504841
5212,Reliance Industries,0.43333361783725804
9051,Infosys,-1.2187579127654067
9942,Infosys,1.0244417321736954
1141,Satya Papers,-0.3933323660199892
9593,Satya Papers,-0.26505523643698664
7573,Tata Group,-0.7197949295710534
5376,Reliance Industries,-0.6769258781924896
7306,Satya Papers,-1.4023426053162404
8235,Adani Group,-0.22365422531003815
8793,Infosys,-0.5072022168545816
8804,Reliance Industries,-0.39759992489096385
8813,Infosys,-0.8125887296615257
3737,Infosys,-0.17782633311426532
516,Satya Papers,0.5234075604072959
2061,Reliance Industries,-0.6193878044547625
220,Satya Papers,1.7154790050328745
5983,Tata Group,0.2637237580692426
3914,Infosys,0.6318035557300513
5952,Reliance Industries,0.21981911240465563
4559,Satya Papers,0.7400516090119463
7793,Adani Group,-0.7454913240528153
7168,Reliance Industries,0.20977043378313404
2713,Adani Group,0.09074537183240443
3192,Tata Group,0.3216828976155726
2938,Reliance Industries,-0.9691796898338213
2437,Satya Papers,0.08850348090551909
5809,Infosys,-1.3392623951247407
2298,Infosys,2.1328235023002144
2108,Adani Group,0.4217827584931534
5484,Reliance Industries,1.2168915670191671
3627,Tata Group,-0.6662285306225799
3076,Infosys,0.5059162591147945
3196,Infosys,-0.18005684388416138
6090,Satya Papers,0.8673728054078506
9548,Adani Group,-0.38518417361567503
5154,Infosys,-1.1727820785287733
1953,Infosys,0.24782567875523842
6035,Tata Group,0.4589389710631058
2690,Infosys,-0.19051520815729653
1504,Tata Group,0.6788832651946434
2475,Satya Papers,-1.0014424348983895
8363,Tata Group,-0.11435919758513069
4502,Reliance Industries,-0.9153287869606161
6964,Satya Papers,-0.6033076426289301
9467,Infosys,0.6345461735644643
1546,Infosys,0.5776226283041574
3649,Adani Group,-0.7283641877839705
4488,Satya Papers,-0.7184179305753523
1199,Satya Papers,-0.976838535487597
3761,Infosys,1.3197568060451395
6441,Reliance Industries,-0.8900193178164892
5883,Satya Papers,0.8810631342659372
3509,Reliance Industries,0.40321034228667185
9809,Infosys,0.1537686812389577
2092,Satya Papers,-0.3466851025209893
8148,Tata Group,0.07861412448184722
4937,Adani Group,1.1137759645394307
1326,Tata Group,-0.06952137904742396
2993,Adani Group,0.8190981794593857
645,Adani Group,-0.95044795142949
537,Reliance Industries,0.25706636623052215
6435,Tata Group,-1.3045642964644697
6588,Infosys,0.7038968502570493
3262,Reliance Industries,1.636466575056403
3832,Tata Group,-0.7972368978830063
3001,Adani Group,-0.038772194862428125
4036,Tata Group,-0.22978812992725234
2762,Tata Group,-0.05482959637428198
6868,Infosys,-0.95773125190262
821,Adani Group,0.8921132667025141
3550,Adani Group,0.1210165894238511
4625,Reliance Industries,-0.09056328932057618
1258,Infosys,-0.028268309961335916
9292,Tata Group,1.3605774291656354
2234,Infosys,1.00592621675216
9015,Satya Papers,0.4326963290458592
8794,Infosys,0.01857241620648157
7853,Adani Group,-0.5905277263299847
5213,Reliance Industries,0.3668962613339251
4544,Reliance Industries,-0.33009283363063996
2115,Tata Group,0.14638295935292428
5346,Infosys,0.32543834942203026
4319,Adani Group,0.6985936971000515
7051,Adani Group,1.0664231313070964
9552,Satya Papers,-0.07548458130979917
8021,Adani Group,0.8630711060659082
4271,Tata Group,0.483577010944866
2744,Adani Group,-0.22384768797885568
1606,Reliance Industries,0.6144374361644319
2820,Satya Papers,-0.2543465087100877
3948,Adani Group,-1.0159748953736816
7843,Satya Papers,-0.2982397742176853
5466,Satya Papers,0.09551365761090674
7779,Tata Group,-1.0493415156662087
6942,Satya Papers,0.05101724378287798
3090,Adani Group,0.23242832634876198
8723,Adani Group,-0.9583571605370296
8993,Satya Papers,0.34246306427797174
4922,Adani Group,-0.27895040812088
6136,Satya Papers,0.8849323876422875
1049,Reliance Industries,0.4102546594630273
6270,Tata Group,-0.5661400499019884
8109,Satya Papers,1.4985959731314493
8146,Adani Group,0.2645772698434375
9509,Reliance Industries,0.3991248659275255
9312,Infosys,-0.3201920970499788
5225,Adani Group,-1.2399477650794193
7026,Infosys,0.7036237264893069
7074,Tata Group,-0.2186697165487398
3842,Satya Papers,0.564967893732094
8415,Satya Papers,-0.7644734259109104
9688,Satya Papers,-0.5511182426761577
8351,Adani Group,1.476563989200231
362,Adani Group,-0.4916114017792875
292,Tata Group,-1.3049398416451155
1239,Tata Group,-1.763776391295318
9914,Infosys,0.00843269632904586
6865,Reliance Industries,-1.1603321867825167
5467,Satya Papers,0.8283388669346694
1077,Tata Group,-1.1483830219437876
2407,Tata Group,0.02749445928606585
9097,Satya Papers,0.1376543789421575
213,Satya Papers,-1.1231987345265428
3940,Tata Group,-0.7722119326636111
4513,Adani Group,0.6238602061515438
616,Infosys,-0.26126564415956116
1913,Infosys,-0.18178662774652976
5976,Adani Group,-0.8529313861884724
6944,Adani Group,-0.5155666322416917
6250,Infosys,-1.0753451743866806
783,Satya Papers,-0.7120450426613635
3020,Satya Papers,1.001385534113443
1880,Infosys,0.06358093709902728
4855,Adani Group,0.46432178531902846
7353,Adani Group,-0.5213818924632065
9084,Satya Papers,0.9859768015499774
7628,Satya Papers,-0.9365072591176395
7172,Infosys,-0.2581019605165453
9516,Tata Group,-0.6165200048934675
4914,Reliance Industries,0.09939429114424633
8014,Adani Group,0.010469744430124413
3768,Reliance Industries,0.009069985120444737
2197,Infosys,0.8816435222723897
7115,Satya Papers,0.48109613672120605
2682,Tata Group,0.6396331037386661
9589,Tata Group,-0.9910864920381577
7631,Tata Group,0.06195357464956229
7230,Satya Papers,-0.4888005030029389
1706,Infosys,0.5197886704847093
5034,Tata Group,0.5438690826739955
4132,Infosys,-0.6664788940763438
5825,Adani Group,-0.08470250847110436
1559,Infosys,-0.2929366210606875
8505,Satya Papers,-0.8984633943025244
4227,Reliance Industries,-0.1509805427765876
7790,Satya Papers,0.28699617911229086
9910,Satya Papers,-0.2257254138820845
2178,Tata Group,0.016523987948413747
7197,Infosys,-0.5084085134954437
3654,Adani Group,0.7640637402592969
8059,Adani Group,-0.8939796124487537
9488,Satya Papers,0.8060337592357086
5525,Satya Papers,-0.4027323756931227
4474,Satya Papers,0.37181248915328785
3918,Reliance Industries,-0.41591059748669235
5771,Tata Group,0.3494391005123916
6183,Adani Group,1.284740062989169
2612,Satya Papers,0.7386177092312989
9990,Infosys,0.8359977125884451
5641,Adani Group,-0.08720614300874281
7386,Tata Group,-0.3963025869941876
4512,Reliance Industries,-0.9370648868101136
240,Reliance Industries,1.0557144035801973
8732,Tata Group,-0.11280011607760129
9457,Infosys,0.6842888397645446
9298,Tata Group,1.180304362298678
7066,Reliance Industries,0.4840663576954044
1360,Adani Group,0.6476674945730876
3931,Reliance Industries,-0.07149014620656692
9079,Satya Papers,-0.11257251293781598
3513,Adani Group,0.503583326931995
3488,Satya Papers,0.9999061137048385
9709,Tata Group,0.7752049139517879
9878,Tata Group,0.7324041435151598
9461,Infosys,-0.9825058536682514
1021,Tata Group,1.174318399722324
1047,Reliance Industries,-0.2098159544110911
9014,Infosys,0.05830054425600801
7922,Infosys,-0.14844276776798135
938,Infosys,-1.0022731863586058
4005,Infosys,-0.6172483349407805
507,Tata Group,-0.14376552324539316
5401,Tata Group,-0.4500396882975001
2941,Infosys,0.7970434352141887
7088,Reliance Industries,-0.557855295613803
7504,Reliance Industries,-0.4293960835189721
1232,Satya Papers,-0.44924307730825147
3056,Satya Papers,0.23805012390145922
7289,Infosys,-0.829226519179832
3122,Adani Group,0.9531336684789566
8760,Reliance Industries,-0.24493511887996494
5362,Satya Papers,1.5700178383960808
4150,Adani Group,1.3028458927590907
9517,Infosys,-0.5901180406783711
4298,Tata Group,-1.342050533587111
8517,Infosys,-0.38888272463718637
6401,Reliance Industries,-0.4021633678436594
1959,Tata Group,0.17069097468199573
554,Infosys,-0.4385457297383417
3379,Adani Group,-0.030328118376393
2957,Infosys,0.6791905294333536
2625,Tata Group,-1.6635968693188123
596,Reliance Industries,-1.0127087903177625
7210,Satya Papers,0.21815760948422283
8269,Tata Group,-1.221944356722401
4494,Infosys,-0.06222669841730467
6376,Tata Group,1.2560734475332087
9183,Adani Group,0.2423290629294231
996,Adani Group,1.5004850791916675
8141,Satya Papers,-0.3336889632392479
4281,Tata Group,-1.5503756874326082
5370,Reliance Industries,0.23173413677241678
9103,Tata Group,-0.3054092731209227
9199,Infosys,-0.4178566043318568
4886,Reliance Industries,0.5029005175126391
8402,Satya Papers,0.15984568507122557
3177,Reliance Industries,-1.4369496627205973
3828,Infosys,-0.48179032629755125
946,Satya Papers,-1.2796189923439993
802,Infosys,-1.3673144821032805
9713,Tata Group,0.24188523680684176
5030,Infosys,-1.0073145959048506
7184,Tata Group,0.9032544403950052
8666,Tata Group,-0.7939366523561192
6044,Reliance Industries,-0.30032234294672094
3527,Infosys,-0.12092554816793698
7402,Infosys,0.9454634426681916
9950,Reliance Industries,1.1073006552125386
8312,Adani Group,-0.42799632420929246
8511,Reliance Industries,0.4128834757275477
3747,Reliance Industries,-0.6478154366139481
2913,Tata Group,-1.48882041827767
3683,Reliance Industries,0.7513179644313194
9604,Infosys,0.3222860459360037
7416,Infosys,-1.3968687498044035
3136,Infosys,-0.07342477289474209
5642,Infosys,-0.1669582831895166
6895,Reliance Industries,0.49095135267391016
9892,Reliance Industries,0.725985734973214
7630,Infosys,0.8187567747497076
4968,Satya Papers,0.3276233395639693
8334,Tata Group,0.11894540085180474
8591,Infosys,-0.2741821223423777
828,Tata Group,0.09734586288617851
2964,Infosys,-0.91883387531331
3594,Infosys,-0.20521837098742776
8592,Infosys,0.7929920993260102
6166,Adani Group,1.1201829929243874
2049,Adani Group,0.7611390399130556
1468,Tata Group,-0.19911860684118138
8975,Tata Group,-0.7787782832464174
12,Tata Group,-0.5117998002782448
1548,Infosys,0.3670555835317748
2423,Tata Group,-0.5845986645385773
4228,Adani Group,-0.2860857665531496
113,Adani Group,-0.352113437404869
6364,Infosys,-0.0200859770860539
1620,Infosys,-0.4384888289533954
4660,Infosys,0.6855861776613208
178,Tata Group,1.0383369038575887
6439,Infosys,-0.7095869287516822
8418,Satya Papers,-0.3844672237253513
8637,Reliance Industries,0.3941289770092378
6740,Tata Group,0.38641323057051574
3639,Tata Group,1.3563326306086392
4219,Infosys,0.5895604129858971
3767,Infosys,-1.55778416963262
3601,Tata Group,0.3515444295554057
611,Reliance Industries,-0.8502229088250273
4113,Infosys,0.17048613185618897
3702,Adani Group,0.534252850018066
9980,Satya Papers,-0.5726153592288805
6369,Adani Group,1.0325785444210203
3101,Adani Group,-0.148727271692713
9739,Adani Group,1.0688698650597885
6107,Satya Papers,0.5839955162181463
5374,Tata Group,-0.8548432525626691
2093,Adani Group,1.4979131637120935
3281,Infosys,0.3522386191317509
5408,Adani Group,-1.3542728221935822
3640,Reliance Industries,0.5986190179493526
2326,Adani Group,-0.7304808969839739
1375,Reliance Industries,0.9226120874337461
340,Satya Papers,0.5281303255578411
6318,Infosys,0.08470250847110436
7665,Satya Papers,-0.675742341865606
3897,Reliance Industries,-0.06385406086676966
1307,Satya Papers,-0.7321196395904281
4700,Infosys,-1.1517060277846534
5494,Tata Group,-0.6543817871967543
2566,Satya Papers,0.12279189391417654
564,Adani Group,1.3166045025591129
7497,Adani Group,-0.42541302857272917
1314,Tata Group,0.6535510357365379
7909,Infosys,-0.36605412971671947
8069,Satya Papers,0.4158195562307782
3133,Satya Papers,0.14397036607119995
2053,Tata Group,0.6136408251751833
6026,Infosys,1.2689102646171004
5265,Infosys,0.5043571776072651
7238,Infosys,-0.6217093564805727
4539,Satya Papers,-0.22308521746057486
2304,Satya Papers,0.21772516351863075
2048,Tata Group,0.22149199548207768
8748,Infosys,-0.5547826532267013
6240,Infosys,-0.5808659730460982
8081,Adani Group,0.2418397161788847
2517,Infosys,1.1814309978406152
1003,Tata Group,0.6491810554526599
5621,Satya Papers,0.035460569178551817
3884,Tata Group,1.694175351148969
8584,Tata Group,0.7323927633581705
8355,Satya Papers,-0.3875171057984745
268,Satya Papers,-0.789384589560413
618,Satya Papers,-0.941969734472487
4221,Reliance Industries,0.2892039295682084
9695,Satya Papers,0.35191997473605147
5307,Satya Papers,-0.37387229756834495
7412,Adani Group,0.3673173271425279
8169,Satya Papers,-0.5370523686374253
4540,Adani Group,-0.0967882351937045
5418,Reliance Industries,0.1560902332647679
8914,Infosys,1.220282853801968
7882,Adani Group,0.7885765984141752
4578,Infosys,0.5926558156869774
2832,Satya Papers,-0.15842316544756735
9524,Infosys,-0.20576461852291253
2810,Tata Group,0.4123486083490522
6754,Adani Group,0.5214956940330991
1863,Infosys,-0.0022077504559175395
7965,Infosys,1.7117690738543738
8756,Reliance Industries,0.015670476174218823
1281,Tata Group,1.0625197374597783
8184,Satya Papers,0.7232544972957902
5117,Infosys,0.37275704218339695
6633,Satya Papers,0.0810722383915286
5530,Tata Group,1.2015624955546262
2873,Satya Papers,-0.04230004352910048
4052,Adani Group,-0.3153555303295409
7324,Reliance Industries,0.20217986907129384
4444,Satya Papers,1.1835818475115865
9291,Infosys,0.9785569391929761
4425,Reliance Industries,-0.050311674049543516
2176,Tata Group,0.383511290538253
8901,Tata Group,-0.14082944274216264
4712,Adani Group,-1.2750555493913038
299,Satya Papers,-0.24718838996383954
6139,Satya Papers,-0.44022999297275306
319,Reliance Industries,0.37144832412963136
1070,Satya Papers,0.7523990793452996
2199,Reliance Industries,0.0039375343182859205
6741,Reliance Industries,0.9541692627649798
1805,Tata Group,0.6117972397429222
8892,Satya Papers,0.8881757323842282
9211,Tata Group,-0.40661300922646226
6137,Adani Group,0.8445669708013622
3360,Adani Group,0.6351265615709168
5419,Satya Papers,0.7777313088034049
3730,Adani Group,0.513347501628785
8155,Tata Group,-0.82879407321424
4186,Satya Papers,0.11745460028621095
5148,Infosys,-0.6056860954396865
3097,Satya Papers,0.03739519586672698
3816,Satya Papers,-1.3751440301118953
2076,Adani Group,0.6446289926569537
714,Satya Papers,-0.09310106432918241
5149,Adani Group,-1.1868934731954628
6916,Satya Papers,0.786129864661483
8863,Tata Group,0.964798329392954
5487,Infosys,-0.5185709936868579
9821,Tata Group,0.49084893126100676
1886,Adani Group,0.5207673639857862
7869,Tata Group,0.6191829616289557
5743,Satya Papers,0.3621165953984335
350,Tata Group,-0.6893074889968107
2897,Tata Group,1.579281286185343
3593,Satya Papers,-0.5288131349771971
1397,Infosys,-1.6481084756564217
5254,Tata Group,-0.7744310632765179
5156,Adani Group,-0.7197266486291178
8905,Adani Group,1.0369712850188768
1596,Infosys,-0.17413916224974324
873,Reliance Industries,0.5694175351148969
7865,Infosys,2.2072838694809795
5439,Adani Group,-0.5341504286051626
9876,Tata Group,-0.13628876010344562
1905,Reliance Industries,-0.5386114501449547
2799,Adani Group,0.046294478632332735
4069,Satya Papers,-0.27602570777463875
9075,Infosys,0.29691967600693053
8436,Reliance Industries,-0.30499958746930916
3411,Reliance Industries,0.24524238311867513
3836,Adani Group,1.1308006793953722
1558,Reliance Industries,-0.8465015974895373
4902,Adani Group,-1.759747815721118
333,Adani Group,-0.9627385209778969
8566,Tata Group,-0.8114620941195884
508,Adani Group,0.2341125895831733
1806,Reliance Industries,-0.09840421748618022
5426,Infosys,0.5846783256375022
3936,Adani Group,0.3051816699811374
1714,Reliance Industries,0.9223958644509501
120,Infosys,-0.04187897772049765
2339,Satya Papers,-0.16393116143037192
4484,Tata Group,-0.03872667423447106
2378,Tata Group,-0.5201073148804087
6629,Infosys,1.0622010930640788
5624,Infosys,-0.8194054436980959
420,Satya Papers,0.6921639084011164
1189,Reliance Industries,-0.18735152451428067
6529,Infosys,0.0337421654731727
1818,Tata Group,1.4177399577227168
8461,Satya Papers,-0.28666615455960215
9248,Reliance Industries,0.9483995231714222
6733,Infosys,-0.12066380455718387
5559,Adani Group,0.8810176136379801
5171,Reliance Industries,1.0174998364102432
9891,Adani Group,-0.5886044797987988
1288,Reliance Industries,-0.4626261419276279
5299,Tata Group,-0.6850626904398146
1694,Adani Group,0.2793828540864721
9350,Reliance Industries,-0.610886827183781
2365,Satya Papers,-0.4305113389039202
722,Satya Papers,1.3747684849312496
2383,Satya Papers,-0.45653775793837076
5703,Tata Group,-0.6039563115773182
2194,Infosys,-0.0023443123397887274
2099,Reliance Industries,0.6165996659923924
561,Infosys,-0.5534056542310001
3178,Reliance Industries,0.9128479127369562
8932,Tata Group,-0.8044519174142007
1977,Tata Group,0.23651380270790837
8864,Reliance Industries,0.7105428619387805
937,Reliance Industries,0.7805991083646999
8067,Tata Group,-0.2416690138240457
4278,Adani Group,0.8791398877347513
109,Tata Group,-0.3183712719316963
4810,Reliance Industries,0.6601401466333228
394,Infosys,0.5606661943901516
4188,Infosys,-0.6341137275988722
7946,Tata Group,0.4186759756350839
849,Satya Papers,-0.13307955583247272
958,Adani Group,0.7912509353066526
9808,Reliance Industries,0.6816372631860457
6935,Infosys,0.587284381588044
3340,Reliance Industries,-0.856425094384177
3503,Infosys,-0.9414803877219486
2701,Adani Group,-0.07830686024313706
8790,Reliance Industries,0.26084457835095837
8158,Satya Papers,1.550842273869168
5963,Reliance Industries,-0.9706363499284473
7776,Adani Group,-0.5198683315836342
4598,Tata Group,0.34347589825001634
7011,Infosys,0.8652674763648365
4104,Infosys,1.3362466535225854
1267,Tata Group,-1.3276318746817113
4882,Satya Papers,-0.11358534690986062
8653,Satya Papers,0.17399122020888277
713,Satya Papers,-0.5051424084395244
6465,Adani Group,-0.14059045944538806
6356,Adani Group,0.6240422886633721
6585,Infosys,-0.7515341874141154
7320,Adani Group,-0.5121412049879228
1100,Satya Papers,-0.8415057085712497
4706,Adani Group,-0.5435959589062531
5,Tata Group,0.9959571992295634
3442,Adani Group,1.0131526164403437
7991,Adani Group,0.6030231387041984
1848,Infosys,0.2545513515358944
6397,Infosys,0.34179163501560506
876,Infosys,-0.63740259296877
3735,Infosys,0.23251936760467612
4754,Adani Group,0.09546813698294968
9581,Adani Group,1.0111269484962544
1570,Satya Papers,0.16442050818091036
6200,Tata Group,0.5443129087965769
6001,Satya Papers,0.37232459621780484
247,Satya Papers,-0.23415811021113037
8910,Adani Group,-0.16382874001746853
3612,Tata Group,0.5425034638352836
5387,Adani Group,2.013730159407549
9561,Satya Papers,-0.44989174625663964
1650,Adani Group,0.9146573576982494
1671,Infosys,0.6526292430204075
6970,Reliance Industries,0.1425933670754988
5542,Infosys,0.19754814517666272
1250,Adani Group,0.799581210222795
1538,Reliance Industries,-0.4911789558136955
7334,Tata Group,1.6358634267359717
8902,Adani Group,0.14758925599378644
7527,Adani Group,-0.38567352036621344
9609,Infosys,0.26438380717461996
9893,Satya Papers,-0.9568663599714358
6705,Reliance Industries,1.3262434955290208
1931,Satya Papers,-0.5587201875449872
942,Infosys,-1.1133435185738387
2412,Tata Group,1.1649639106771479
6391,Satya Papers,0.7260881563861173
8276,Infosys,-0.3822139526414767
1535,Adani Group,-0.22558885199821332
9364,Infosys,0.32567733271880484
5198,Adani Group,-0.2838438756262643
5656,Satya Papers,-0.26285886613805837
5319,Reliance Industries,1.3429381858322735
1130,Infosys,1.3498459411247579
281,Infosys,-0.316516306342446
4310,Satya Papers,-0.457061245159877
4067,Tata Group,-0.5122891470287833
43,Adani Group,-0.5059845400567301
998,Tata Group,-0.4012757155984967
9099,Tata Group,0.46936319486527317
4858,Satya Papers,0.7415082691065723
558,Infosys,-0.41688929098776917
6840,Satya Papers,1.457889151580846
3522,Infosys,0.4197684707060534
4741,Tata Group,0.26744506940473245
6543,Infosys,0.012597833787117093
7582,Satya Papers,0.6766186139537795
9644,Infosys,-0.45889345043514873
8646,Satya Papers,0.3558916495253052
9544,Satya Papers,0.9864092475155695
3745,Tata Group,-0.5360850552933377
3616,Satya Papers,-0.2854484777617507
6580,Adani Group,1.2951187661633792
1334,Infosys,-0.6490444935687888
5270,Satya Papers,-0.7805422075797536
5557,Infosys,0.6291292188375739
7240,Reliance Industries,-0.06518553923451374
8086,Reliance Industries,-0.05000440981083334
830,Reliance Industries,0.41248517023292336
7112,Infosys,0.8230243336206823
6385,Adani Group,-0.4853295551212129
6256,Reliance Industries,-0.7619242707453149
943,Infosys,-0.3798354998307202
1322,Tata Group,-0.2314951534756422
