,company,area,location,waste_generated,quality_grade
7230,Satya Papers,0.23785261588169504,2,-0.5625,2
1706,Infosys,0.16229650801540946,4,0.40625,1
5034,Tata Group,0.2209519075431838,1,0.6875,0
4132,Infosys,-0.1881446501801914,0,-0.5625,2
5825,Adani Group,-0.15633155213122904,3,-0.15625,2
1559,Infosys,-0.5276500559214614,1,-0.1875,1
8505,Satya Papers,-0.861190505778551,4,-0.9375,2
4227,Reliance Industries,0.19908040263452217,1,-0.03125,2
7790,Satya Papers,0.11557102025599603,4,0.1875,1
9910,Satya Papers,0.14688703864794334,0,-0.09375,1
2178,Tata Group,-0.7841431589412203,2,-0.0625,1
7197,Infosys,-0.08972287809121411,0,-0.5625,2
3654,Adani Group,0.6404871380638747,3,0.625,0
8059,Adani Group,-0.6275630669814838,1,-0.8125,1
9488,Satya Papers,0.7915993537964459,0,0.96875,0
5525,Satya Papers,0.5037902323847396,1,-0.28125,1
4474,Satya Papers,0.015160929538958617,4,0.28125,2
3918,Reliance Industries,-0.9511619236982727,3,-0.5,1
5771,Tata Group,0.37604076053187524,0,0.25,2
6183,Adani Group,0.6414812973779048,3,1.125,1
2612,Satya Papers,0.7508388219212129,3,0.625,2
9990,Infosys,0.3526780166521685,3,0.71875,0
5641,Adani Group,-0.025102522679259352,2,-0.1875,2
7386,Tata Group,-0.4451348328569653,0,-0.46875,2
4512,Reliance Industries,-0.9064247545669194,0,-0.84375,1
240,Reliance Industries,0.996893252143656,0,1.21875,0
8732,Tata Group,0.4177954517211383,2,-0.1875,2
9457,Infosys,0.7577979371194233,2,0.5625,2
9298,Tata Group,-0.09916739157449982,1,1.03125,0
7066,Reliance Industries,0.2945196967814092,3,0.375,1
1360,Adani Group,0.779669442028085,4,0.53125,1
3931,Reliance Industries,0.34522182179694294,1,0.0625,1
9079,Satya Papers,0.8020380265937617,2,-0.1875,2
3513,Adani Group,0.46302970050950665,1,0.65625,0
3488,Satya Papers,0.8930036038275133,2,0.875,0
9709,Tata Group,-0.7369205915247918,3,0.65625,0
9878,Tata Group,-0.6971542189635889,3,0.625,2
9461,Infosys,-0.2756306698148378,3,-1.03125,2
1021,Tata Group,0.1071206660867404,3,1.03125,0
1047,Reliance Industries,-0.4496085497701007,1,-0.09375,1
9014,Infosys,0.024605443022244315,0,0.1875,1
7922,Infosys,0.04349446998881571,2,-0.21875,1
938,Infosys,-0.7597862557474835,2,-1.03125,2
4005,Infosys,-0.17820305703989064,2,-0.6875,1
507,Tata Group,-0.4098421772088977,4,-0.21875,1
5401,Tata Group,-0.8726233378898969,1,-0.34375,1
2941,Infosys,0.8383248415558593,4,0.65625,0
7088,Reliance Industries,-0.9660743134087237,3,-0.625,1
7504,Reliance Industries,0.91636634770722,0,-0.3125,2
1232,Satya Papers,-0.34025102522679257,4,-0.53125,2
3056,Satya Papers,0.39642102646949173,1,0.375,1
7289,Infosys,-0.7150490866161302,2,-0.875,2
3122,Adani Group,0.6628557226295514,0,0.8125,0
8760,Reliance Industries,-0.7861314775692805,4,-0.3125,2
5362,Satya Papers,0.8050205045358518,3,1.40625,0
4150,Adani Group,0.8099913011060023,3,1.15625,2
9517,Infosys,0.09171119671927426,3,-0.65625,1
4298,Tata Group,0.31639120169007084,2,-1.375,2
8517,Infosys,0.2989934136945446,2,-0.46875,2
6401,Reliance Industries,0.38299987573008576,4,-0.28125,0
1959,Tata Group,0.1762147384118305,1,0.3125,1
554,Infosys,-0.1881446501801914,0,-0.3125,2
3379,Adani Group,-0.02212004473716913,1,0.09375,1
2957,Infosys,0.07232509009568783,3,0.5625,2
2625,Tata Group,0.02559960233627439,0,-1.59375,2
596,Reliance Industries,-0.6211010314402883,0,-0.9375,1
7210,Satya Papers,-0.17522057909780042,1,0.34375,2
8269,Tata Group,0.29998757300857465,3,-1.25,2
4494,Infosys,0.291537218839319,0,0.0625,2
6376,Tata Group,0.45209394805517583,3,1.09375,0
9183,Adani Group,-0.2264197837703492,1,0.375,1
996,Adani Group,0.7617745743755436,4,1.34375,0
8141,Satya Papers,-0.0867404001491239,0,-0.21875,1
4281,Tata Group,-0.766248291288679,1,-1.46875,2
5370,Reliance Industries,0.807008823163912,0,0.375,1
9103,Tata Group,0.04250031067478564,1,-0.1875,2
9199,Infosys,-0.7866285572262955,3,-0.5,1
4886,Reliance Industries,0.35218093699515346,0,0.65625,0
8402,Satya Papers,0.02858208027836461,1,0.28125,1
3177,Reliance Industries,-0.8646700633776563,3,-1.46875,2
3828,Infosys,0.17571765875481546,0,-0.375,1
946,Satya Papers,-0.002733938113582702,2,-1.3125,2
802,Infosys,-0.24033801416677023,2,-1.40625,2
9713,Tata Group,0.7811606809991302,3,0.15625,2
5030,Infosys,-0.7781782030570399,1,-0.90625,1
7184,Tata Group,0.4933515595874239,1,1.0625,0
8666,Tata Group,-0.1409220827637629,0,-0.6875,1
6044,Reliance Industries,0.30992916614887533,1,-0.1875,2
3527,Infosys,0.31539704237604077,1,0.0,0
7402,Infosys,0.37604076053187524,3,0.8125,0
9950,Reliance Industries,0.6399900584068597,2,0.96875,0
8312,Adani Group,-0.01913756679507891,0,-0.3125,2
8511,Reliance Industries,0.3268298744873866,3,0.3125,0
3747,Reliance Industries,-0.6762768733689574,0,-0.53125,1
2913,Tata Group,-0.941717410214987,1,-1.40625,2
3683,Reliance Industries,0.7468621846650926,0,0.90625,0
9604,Infosys,0.7558096184913632,3,0.21875,2
7416,Infosys,-0.9397290915869269,3,-1.40625,2
3136,Infosys,0.27364235118677765,2,-0.15625,2
5642,Infosys,0.2865664222691686,4,-0.25,2
6895,Reliance Industries,0.4635267801665217,1,0.65625,2
9892,Reliance Industries,0.2020628805766124,2,0.59375,1
7630,Infosys,0.9049335155958742,3,0.6875,0
4968,Satya Papers,-0.06486889524046228,2,0.21875,1
8334,Tata Group,-0.09668199328942463,3,0.03125,1
8591,Infosys,0.24729712936498074,0,-0.15625,1
828,Tata Group,0.5659251895116192,0,0.21875,2
2964,Infosys,-0.2835839443270784,4,-0.96875,2
3594,Infosys,0.9655772337517087,2,-0.28125,2
8592,Infosys,0.5525040387722132,1,0.96875,0
6166,Adani Group,0.5619485522554989,3,0.96875,0
2049,Adani Group,-0.2129986330309432,3,0.625,0
1468,Tata Group,-0.3392568659127625,3,-0.28125,2
8975,Tata Group,-0.7727103268298745,1,-0.6875,2
12,Tata Group,-0.5674164284826644,1,-0.40625,1
1548,Infosys,0.359140052193364,4,0.25,2
2423,Tata Group,0.4555735056542811,3,-0.65625,1
4228,Adani Group,-0.5385858083757922,1,-0.15625,2
113,Adani Group,-0.7294643966695663,4,-0.4375,2
6364,Infosys,-0.16627314527152975,1,0.125,1
1620,Infosys,-0.43519323971666457,1,-0.5,2
4660,Infosys,0.5236734186653411,3,0.5625,2
178,Tata Group,0.45209394805517583,3,0.90625,0
6439,Infosys,-0.413818814465018,1,-0.59375,1
8418,Satya Papers,-0.36808748601963465,0,-0.28125,2
8637,Reliance Industries,-0.011184292282838324,1,0.53125,1
6740,Tata Group,-0.43569031937367964,0,0.53125,1
3639,Tata Group,0.657884926059401,1,1.53125,0
4219,Infosys,-0.11308562197092084,1,0.75,0
3767,Infosys,-0.8780912141170623,0,-1.5,2
3601,Tata Group,-0.4381757176587548,2,0.25,1
611,Reliance Industries,-0.5316266931775817,0,-0.75,1
4113,Infosys,0.04548278861687585,4,0.0625,2
3702,Adani Group,0.8761028954890021,1,0.40625,1
9980,Satya Papers,-0.6101652789859575,0,-0.46875,2
6369,Adani Group,0.7851373182552503,0,1.21875,0
3101,Adani Group,-0.8189387349322729,0,-0.21875,1
9739,Adani Group,0.481421647819063,3,0.9375,1
6107,Satya Papers,0.928793339132596,2,0.46875,2
5374,Tata Group,-0.8721262582328818,1,-0.75,1
2093,Adani Group,0.9118926307940848,0,1.6875,0
3281,Infosys,0.8030321859077917,3,0.25,1
5408,Adani Group,-0.2751335901578228,1,-1.375,2
3640,Reliance Industries,-0.11407978128495092,2,0.46875,2
2326,Adani Group,0.5922704113334162,1,-0.625,1
1375,Reliance Industries,0.9889399776314154,1,1.09375,0
340,Satya Papers,0.6608674040014912,0,0.6875,0
6318,Infosys,-0.8989685597116938,0,0.21875,1
7665,Satya Papers,-0.46253262085249164,0,-0.5625,1
3897,Reliance Industries,-0.25326208524916116,1,-0.15625,2
1307,Satya Papers,-0.5470361625450478,3,-0.78125,1
4700,Infosys,-0.5708959860817696,2,-1.1875,2
5494,Tata Group,0.833851124642724,1,-0.5625,2
2566,Satya Papers,0.3919473095563564,2,0.03125,1
564,Adani Group,0.32832111345843173,3,1.15625,0
7497,Adani Group,0.4555735056542811,3,-0.5,2
1314,Tata Group,0.914875108736175,0,0.8125,0
7909,Infosys,0.48241580713309307,2,-0.4375,2
8069,Satya Papers,0.19162420777929665,1,0.5625,1
3133,Satya Papers,-0.5311296135205666,0,0.28125,1
2053,Tata Group,0.8661613023487014,0,0.78125,0
6026,Infosys,0.8701379396048217,2,1.125,0
5265,Infosys,-0.5843171368211756,0,0.65625,0
7238,Infosys,-0.6558966074313409,1,-0.53125,1
4539,Satya Papers,-0.19311544675034173,3,-0.3125,1
2304,Satya Papers,0.969553871007829,0,0.34375,2
2048,Tata Group,0.9382378526158817,0,0.375,2
8748,Infosys,-0.5286442152354914,0,-0.4375,2
6240,Infosys,-0.8974773207406487,4,-0.65625,2
8081,Adani Group,0.25276500559214615,2,0.15625,2
2517,Infosys,0.8666583820057164,3,1.03125,0
1003,Tata Group,0.3939356281844166,2,0.53125,2
5621,Satya Papers,-0.2453088107369206,1,0.15625,1
3884,Tata Group,-0.5370945694047471,3,1.53125,1
8584,Tata Group,0.2820927053560333,2,0.625,1
8355,Satya Papers,0.7751957251149497,0,-0.28125,2
268,Satya Papers,-0.6926805020504536,0,-0.6875,1
618,Satya Papers,-0.643469616005965,3,-1.0,2
4221,Reliance Industries,-0.18864172983720642,2,0.1875,1
9695,Satya Papers,0.5689076674537095,3,0.25,2
5307,Satya Papers,0.888032807257363,3,-0.4375,1
7412,Adani Group,0.4878836833602585,2,0.25,1
8169,Satya Papers,-0.5405741270038523,0,-0.4375,1
4540,Adani Group,0.44712315148502546,1,0.03125,1
5418,Reliance Industries,0.2706598732446875,0,0.28125,2
8914,Infosys,0.20802783646079284,2,1.0625,0
7882,Adani Group,0.8109854604200323,0,0.9375,0
4578,Infosys,0.6449608549770101,1,0.75,0
2832,Satya Papers,-0.2796073070709581,1,-0.03125,1
9524,Infosys,-0.25823288181931153,3,-0.28125,1
2810,Tata Group,0.7513359015782279,4,0.3125,1
6754,Adani Group,-0.19858332297750714,2,0.40625,1
1863,Infosys,0.1896358891512365,1,0.125,1
7965,Infosys,0.022617124394184167,4,1.53125,0
8756,Reliance Industries,0.5042873120417547,3,-0.0625,1
1281,Tata Group,0.9914253759164906,2,0.9375,0
8184,Satya Papers,0.7095812103889648,0,0.875,0
5117,Infosys,0.5818317385361004,4,0.53125,2
6633,Satya Papers,0.5301354542065366,2,0.0,1
5530,Tata Group,0.8835590903442276,3,1.0625,0
2873,Satya Papers,-0.5689076674537095,4,-0.125,2
4052,Adani Group,-0.441158195600845,0,-0.1875,1
7324,Reliance Industries,0.7771840437430099,2,0.09375,1
4444,Satya Papers,0.6186156331552132,4,1.03125,1
9291,Infosys,0.6191127128122281,1,1.15625,0
4425,Reliance Industries,0.03454703616254505,1,0.0625,1
2176,Tata Group,0.3009817323226047,1,0.53125,2
8901,Tata Group,-0.657884926059401,0,-0.03125,1
4712,Adani Group,-0.2696657139306574,2,-1.3125,2
299,Satya Papers,-0.2766248291288679,4,-0.3125,1
6139,Satya Papers,-0.4108363365229278,4,-0.5,2
319,Reliance Industries,-0.3501926183670933,0,0.53125,2
1070,Satya Papers,-0.2139927923449733,1,0.90625,0
2199,Reliance Industries,0.820927053560333,1,0.125,1
6741,Reliance Industries,0.5062756306698148,1,1.125,0
1805,Tata Group,-0.34422766248291287,2,0.5,1
8892,Satya Papers,0.0812725239219585,4,0.75,0
9211,Tata Group,0.33229775071455203,1,-0.28125,1
6137,Adani Group,0.8368336025848142,3,0.71875,0
3360,Adani Group,-0.929290418789611,0,0.78125,0
5419,Satya Papers,0.17919721635392072,1,0.9375,0
3730,Adani Group,0.8751087361749721,1,0.65625,0
8155,Tata Group,0.18516217223810116,1,-0.71875,2
4186,Satya Papers,-0.4565676649683112,4,0.03125,2
5148,Infosys,0.3785261588169504,1,-0.5,0
3097,Satya Papers,-0.833851124642724,3,-0.0625,2
3816,Satya Papers,0.3646079284205294,2,-1.40625,2
2076,Adani Group,0.044985708959860815,0,0.8125,0
714,Satya Papers,-0.17323226046974027,1,0.03125,1
5149,Adani Group,-0.030073319249409716,4,-1.21875,2
6916,Satya Papers,0.14291040139182304,0,0.9375,0
8863,Tata Group,0.037529514104635266,3,0.84375,0
5487,Infosys,-0.6121535976140177,1,-0.40625,2
9821,Tata Group,-0.09071703740524419,0,0.65625,0
1886,Adani Group,0.98347210140425,3,0.40625,2
7869,Tata Group,-0.6220951907543184,2,0.5,1
5743,Satya Papers,0.9566297999254381,3,0.25,1
350,Tata Group,-0.6906921834223935,4,-0.75,1
2897,Tata Group,0.5559835963713186,4,1.40625,0
3593,Satya Papers,-0.2522679259351311,1,-0.40625,1
1397,Infosys,-0.5684105877966944,0,-1.59375,0
5254,Tata Group,0.6156331552131229,1,-0.6875,0
5156,Adani Group,-0.2905430595252889,3,-0.78125,2
8905,Adani Group,0.15285199453212378,4,0.90625,0
1596,Infosys,0.833354044985709,3,-0.25,2
873,Reliance Industries,-0.4769479309059277,0,0.71875,1
7865,Infosys,0.927799179818566,4,2.03125,0
5439,Adani Group,-0.5251646576363862,2,-0.59375,1
9876,Tata Group,0.1627935876724245,2,-0.21875,2
1905,Reliance Industries,0.25276500559214615,3,-0.59375,1
2799,Adani Group,-0.3889648316142662,1,0.1875,2
4069,Satya Papers,0.45060270908413075,1,-0.15625,1
9075,Infosys,0.032061637877469865,2,0.1875,1
8436,Reliance Industries,0.6469491736050702,2,-0.1875,2
3411,Reliance Industries,0.26220951907543183,3,0.15625,2
3836,Adani Group,0.07083385112464273,4,1.0,0
1558,Reliance Industries,-0.027587920964334534,1,-0.75,1
4902,Adani Group,0.14738411830495837,0,-1.6875,2
333,Adani Group,-0.5132347458680253,4,-1.0,2
8566,Tata Group,-0.20852491611780788,0,-0.875,1
508,Adani Group,0.22691686342736422,1,0.375,2
1806,Reliance Industries,-0.8452839567540699,0,0.03125,1
5426,Infosys,-0.2428234124518454,3,0.46875,1
3936,Adani Group,0.5564806760283335,2,0.1875,1
1714,Reliance Industries,0.9516590033552876,1,1.09375,0
120,Infosys,-0.30843792717783025,4,-0.125,2
2339,Satya Papers,-0.43867279731576986,0,-0.03125,2
4484,Tata Group,0.8224182925313781,1,0.09375,1
2378,Tata Group,-0.7856343979122654,0,-0.40625,2
6629,Infosys,-0.6429725363489499,3,0.9375,0
5624,Infosys,-0.3934385485274015,2,-0.875,1
420,Satya Papers,0.9745246675779794,1,0.84375,0
1189,Reliance Industries,-0.2413321734808003,3,-0.28125,2
6529,Infosys,0.997390331800671,1,0.15625,2
1818,Tata Group,0.84826643469616,4,1.25,0
8461,Satya Papers,0.15633155213122904,3,-0.375,2
9248,Reliance Industries,0.1329688082515223,4,0.8125,0
6733,Infosys,0.5037902323847396,4,-0.21875,2
5559,Adani Group,0.7727103268298745,4,0.75,0
5171,Reliance Industries,-0.21250155337392818,2,0.875,0
9891,Adani Group,0.5544923574002734,2,-0.65625,1
1288,Reliance Industries,-0.9486765254131975,4,-0.53125,2
5299,Tata Group,-0.22989934136945445,3,-0.75,2
1694,Adani Group,-0.13396296756555237,2,0.1875,1
9350,Reliance Industries,-0.9884428979744004,2,-0.65625,1
2365,Satya Papers,-0.17820305703989064,2,-0.5,2
722,Satya Papers,-0.413818814465018,1,1.5625,0
2383,Satya Papers,-0.5485274015160929,3,-0.53125,2
5703,Tata Group,0.2129986330309432,1,-0.5,2
2194,Infosys,-0.33577730831365726,3,-0.09375,0
2099,Reliance Industries,0.45457934634025104,3,0.5,1
561,Infosys,-0.6524170498322356,3,-0.625,2
3178,Reliance Industries,0.2537591649061762,3,0.78125,0
8932,Tata Group,-0.5738784640238598,3,-0.71875,1
1977,Tata Group,0.19460668572138684,1,0.375,2
8864,Reliance Industries,0.7075928917609047,1,0.875,0
937,Reliance Industries,0.9218342239343855,3,0.65625,0
8067,Tata Group,-0.4123275754939729,2,-0.3125,2
4278,Adani Group,-0.955138560954393,2,0.75,0
109,Tata Group,0.15285199453212378,0,-0.1875,0
4810,Reliance Industries,0.15384615384615385,4,0.53125,1
394,Infosys,0.8587051074934758,0,0.71875,0
4188,Infosys,-0.16577606561451472,4,-0.6875,1
7946,Tata Group,0.6807505902820927,4,0.3125,2
849,Satya Papers,0.8104883807630173,3,-0.21875,2
958,Adani Group,0.15136075556107867,4,0.65625,0
9808,Reliance Industries,-0.6260718280104387,4,0.84375,0
6935,Infosys,-0.7712190878588294,3,0.46875,1
3340,Reliance Industries,-0.21995774822915373,1,-0.75,2
3503,Infosys,-0.9804896234621598,0,-0.84375,0
2701,Adani Group,0.5137318255250404,4,0.0625,2
8790,Reliance Industries,-0.17919721635392072,4,0.15625,1
8158,Satya Papers,0.6817447495961227,1,1.75,0
5963,Reliance Industries,-0.6290543059525289,2,-1.0,2
7776,Adani Group,0.7811606809991302,2,-0.59375,1
4598,Tata Group,0.3253386355163415,3,0.25,0
7011,Infosys,0.9645830744376787,0,1.03125,0
4104,Infosys,0.8283832484155585,0,1.53125,0
1267,Tata Group,-0.8731204175469119,0,-1.25,2
4882,Satya Papers,-0.39791226544053687,2,-0.1875,1
8653,Satya Papers,0.7006337765626942,4,0.0625,1
713,Satya Papers,0.19560084503541691,2,-0.40625,1
6465,Adani Group,0.39940350441158196,1,-0.03125,0
6356,Adani Group,0.5097551882689201,3,0.5,0
6585,Infosys,0.01665216851000373,2,-0.8125,2
7320,Adani Group,0.08574624083509383,0,-0.40625,2
1100,Satya Papers,-0.4093450975518827,0,-0.75,2
4706,Adani Group,-0.982975021747235,1,-0.4375,1
5,Tata Group,0.7026220951907544,3,0.875,0
3442,Adani Group,0.955138560954393,1,1.1875,0
7991,Adani Group,0.5191997017522058,3,0.5,2
1848,Infosys,0.6797564309680626,0,0.40625,1
6397,Infosys,-0.8020380265937617,2,0.25,2
876,Infosys,-0.8388219212128744,3,-0.6875,2
3735,Infosys,0.5917733316764011,3,0.125,2
4754,Adani Group,0.6762768733689574,3,0.0,2
9581,Adani Group,0.8010438672797315,1,1.1875,2
1570,Satya Papers,0.3715670436187399,1,0.0625,2
6200,Tata Group,0.860693426121536,4,0.4375,1
6001,Satya Papers,0.3894619112712812,1,0.53125,1
247,Satya Papers,-0.7354293525537468,4,-0.3125,1
8910,Adani Group,-0.725487759413446,2,-0.25,2
3612,Tata Group,0.508263949297875,3,0.4375,2
5387,Adani Group,0.7080899714179197,1,1.84375,0
9561,Satya Papers,-0.9258108611905058,3,-0.53125,2
1650,Adani Group,0.4555735056542811,3,0.78125,0
1671,Infosys,0.11060022368584566,4,0.53125,1
6970,Reliance Industries,0.726481918727476,2,0.0625,1
5542,Infosys,-0.4853982850751833,0,0.34375,2
1250,Adani Group,0.8840561700012427,2,0.6875,0
1538,Reliance Industries,0.20255996023362743,4,-0.375,2
7334,Tata Group,0.30048465266558966,2,1.46875,0
8902,Adani Group,0.6365105008077544,3,0.0625,2
7527,Adani Group,0.468000497079657,3,-0.46875,1
9609,Infosys,-0.6255747483534236,0,0.40625,1
9893,Satya Papers,-0.9616005964955884,3,-1.0,2
6705,Reliance Industries,0.6792593513110476,4,1.1875,0
1931,Satya Papers,-0.7160432459301603,3,-0.625,2
942,Infosys,-0.4163042127500932,1,-1.03125,1
2412,Tata Group,0.5559835963713186,4,1.03125,0
6391,Satya Papers,0.035541195476575124,2,0.59375,2
8276,Infosys,0.16925562321361998,2,-0.46875,1
1535,Adani Group,-0.4098421772088977,0,-0.09375,1
9364,Infosys,0.9451969678140922,1,0.46875,1
5198,Adani Group,0.23834969553871008,1,-0.15625,2
5656,Satya Papers,-0.10861190505778551,2,-0.34375,1
5319,Reliance Industries,0.8025351062507767,1,1.53125,0
1130,Infosys,0.8403131601839194,4,1.1875,0
281,Infosys,0.12948925065241704,0,-0.40625,2
4310,Satya Papers,0.5579719149993787,3,-0.53125,2
4067,Tata Group,-0.3566546539082888,1,-0.40625,2
43,Adani Group,-0.053933142786131476,0,-0.40625,1
998,Tata Group,0.6648440412576115,1,-0.28125,1
9099,Tata Group,-0.588790853734311,1,0.625,0
4858,Satya Papers,-0.8870386479433329,3,0.625,1
558,Infosys,-0.5102522679259351,4,-0.5,1
6840,Satya Papers,0.15533739281719897,4,1.3125,0
3522,Infosys,-0.8015409469367466,2,0.3125,0
4741,Tata Group,0.5952528892755063,0,0.40625,1
6543,Infosys,0.7886168758543557,2,-0.0625,2
7582,Satya Papers,-0.22741394308437926,0,0.84375,0
9644,Infosys,0.711569529017025,3,-0.53125,2
8646,Satya Papers,-0.6966571393065739,1,0.5,1
9544,Satya Papers,-0.5147259848390705,0,1.15625,0
3745,Tata Group,0.5907791723623711,0,-0.4375,0
3616,Satya Papers,-0.4839070461041382,2,-0.375,1
6580,Adani Group,0.43867279731576986,3,1.15625,0
1334,Infosys,-0.8850503293152727,4,-0.71875,1
5270,Satya Papers,-0.23437305828258978,4,-0.84375,1
5557,Infosys,0.8239095315024233,1,0.78125,0
7240,Reliance Industries,0.04548278861687585,1,0.0625,1
8086,Reliance Industries,0.007207655026718032,4,-0.125,0
830,Reliance Industries,0.223437305828259,3,0.3125,1
7112,Infosys,-0.11557102025599603,2,0.6875,2
6385,Adani Group,-0.35715173356530383,4,-0.5625,1
6256,Reliance Industries,0.24481173107990556,3,-0.8125,1
943,Infosys,0.48688952404622843,2,-0.4375,2
1322,Tata Group,0.4928544799304089,3,-0.3125,2
8024,Tata Group,-0.7095812103889648,0,0.4375,2
3783,Tata Group,-0.16179942835839442,3,0.3125,2
7125,Tata Group,0.47893624953398783,0,0.28125,1
7148,Infosys,-0.16875854355660494,2,-0.03125,1
6156,Infosys,0.9158692680502051,1,-0.21875,1
9088,Adani Group,0.9466882067851373,1,0.6875,0
317,Adani Group,-0.41033925686591277,2,0.5625,2
3134,Satya Papers,-0.32335031688828136,1,-0.21875,1
8576,Satya Papers,0.023114204051199204,1,-0.8125,1
6906,Tata Group,-0.8522430719522803,4,-0.71875,1
8746,Satya Papers,0.2835839443270784,2,0.4375,1
8888,Tata Group,-0.39542686715546166,0,1.0625,0
5163,Infosys,0.699142537591649,2,0.5625,1
4771,Tata Group,0.4381757176587548,0,1.3125,0
5915,Adani Group,-0.6628557226295514,4,0.9375,0
8217,Reliance Industries,-0.40039766372561203,3,-0.3125,1
7116,Satya Papers,0.40487138063874734,2,0.65625,0
9347,Adani Group,-0.1448987200198832,2,-1.3125,2
6659,Adani Group,0.21349571268795825,0,0.8125,0
9941,Tata Group,0.7304585559835963,3,0.03125,0
2464,Adani Group,0.833851124642724,0,1.4375,0
9815,Adani Group,0.711569529017025,3,-0.375,2
766,Tata Group,-0.23139058034049956,4,-0.59375,2
3716,Infosys,-0.3944327078414316,2,0.3125,2
5116,Adani Group,0.6151360755561078,4,0.25,2
2863,Tata Group,-0.08375792220703368,0,0.09375,2
7903,Tata Group,0.9765129862060395,4,1.125,0
2635,Satya Papers,0.9586181185534982,3,0.90625,0
7205,Reliance Industries,-0.3849881943581459,3,-0.28125,1
4762,Reliance Industries,-0.766248291288679,4,-0.125,1
308,Tata Group,0.04697402758792096,3,-0.15625,2
7445,Infosys,-0.4888778426742886,2,0.25,2
5503,Infosys,-0.11358270162793588,2,0.1875,2
4992,Adani Group,0.3511867776811234,4,0.25,2
9717,Infosys,0.9496706847272275,3,1.9375,0
2707,Reliance Industries,-0.25425624456319124,1,-0.0625,2
4797,Infosys,-0.07630172735180812,2,0.53125,2
9314,Reliance Industries,-0.6335280228656642,3,-0.71875,1
1881,Satya Papers,-0.25425624456319124,3,-0.15625,1
7984,Reliance Industries,-0.33279483037156704,2,-0.375,2
3804,Reliance Industries,-0.6459550142910402,2,-0.28125,1
9459,Satya Papers,-0.7861314775692805,3,-1.65625,2
6549,Adani Group,-0.21846650925810862,1,0.0,2
8328,Tata Group,-0.9317758170746863,0,0.6875,0
2627,Satya Papers,-0.9496706847272275,3,-0.3125,0
7002,Satya Papers,-0.8497576736672051,0,-0.53125,1
2548,Tata Group,0.8194358145892879,4,1.15625,1
2742,Infosys,0.3616254504784392,0,-0.15625,1
5643,Satya Papers,0.7140549273021002,1,0.28125,2
9480,Reliance Industries,-0.8830620106872126,0,-0.875,1
5422,Infosys,0.2209519075431838,4,0.78125,0
7812,Reliance Industries,-0.32484155585932645,0,0.4375,1
8641,Tata Group,0.8194358145892879,0,1.8125,0
7001,Adani Group,-0.7707220082018144,4,-1.125,2
6235,Tata Group,-0.19361252640735677,2,-0.15625,2
9730,Adani Group,0.1707468621846651,2,-0.8125,2
4222,Infosys,0.21995774822915373,1,1.4375,0
560,Satya Papers,-0.45358518702622097,2,0.0625,1
6849,Adani Group,0.5370945694047471,1,0.15625,2
6510,Infosys,-0.7896110351683857,3,-0.15625,1
947,Adani Group,-0.04250031067478564,1,-0.21875,2
3483,Infosys,0.28457810364110847,4,-0.84375,2
3123,Tata Group,-0.47943332919100284,0,-1.03125,2
4405,Satya Papers,0.04349446998881571,1,-0.59375,1
7258,Tata Group,0.008201814340748105,4,0.0,2
1260,Tata Group,0.970050950664844,2,1.15625,0
6954,Adani Group,0.8258978501304834,1,1.21875,0
3116,Satya Papers,-0.6896980241083633,4,-0.53125,2
5860,Adani Group,-0.8944948427985585,3,-0.21875,2
7284,Infosys,0.18466509258108613,1,0.53125,2
8331,Adani Group,0.6648440412576115,0,1.0,0
6642,Adani Group,-0.3820057164160557,1,-0.40625,2
8930,Infosys,-0.0663601342115074,3,-0.59375,2
6834,Satya Papers,-0.14688703864794334,2,0.65625,0
372,Reliance Industries,-0.834348204299739,4,0.28125,1
5444,Adani Group,0.7995526283086865,4,0.125,1
9554,Infosys,0.3268298744873866,3,-0.25,2
4051,Tata Group,0.05641854107120666,2,-0.75,1
2335,Adani Group,0.5008077544426495,2,0.03125,1
4011,Satya Papers,0.046476947930905926,0,0.0,1
2653,Adani Group,-0.4774450105629427,0,-0.40625,2
8530,Reliance Industries,0.0420032310177706,4,-0.6875,1
6773,Adani Group,0.000745619485522555,2,-0.09375,1
8887,Adani Group,0.2627065987324469,2,-0.09375,2
8422,Satya Papers,-0.27761898844289795,1,1.09375,0
4577,Adani Group,-0.6146389958990929,3,-0.5,0
8265,Adani Group,0.6822418292531378,1,0.40625,1
1704,Infosys,0.28507518329812354,2,0.3125,2
1843,Adani Group,0.8288803280725736,3,0.9375,0
389,Adani Group,-0.6290543059525289,1,-0.3125,1
8075,Satya Papers,0.10811482540077047,2,-0.28125,2
1432,Infosys,0.8676525413197465,0,-0.15625,2
9305,Reliance Industries,-0.3646079284205294,4,0.25,1
3480,Tata Group,-0.4292282838324842,3,-1.1875,2
9999,Reliance Industries,0.6474462532620853,2,0.96875,0
4869,Reliance Industries,-0.3904560705853113,1,-0.0625,2
1321,Satya Papers,0.8427985584689947,3,1.0,0
3397,Reliance Industries,0.5152230644960855,3,0.59375,2
534,Adani Group,-0.48738660370324344,4,0.125,1
9009,Tata Group,0.9710451099788742,2,-0.25,1
1501,Satya Papers,-0.128992170995402,2,-0.53125,1
5277,Infosys,0.25276500559214615,1,-0.40625,1
1133,Adani Group,-0.19311544675034173,2,-0.46875,2
4461,Adani Group,-0.07033677146762769,3,-1.0,2
6176,Adani Group,0.28507518329812354,0,-0.03125,1
